Time,traffic
2005-06-08 05:45,2391627246
2005-06-08 05:50,2455430601
2005-06-08 05:55,2468010209
2005-06-08 06:00,2650808208
2005-06-08 06:05,2781247406
2005-06-08 06:10,2848338243
2005-06-08 06:15,2931929285
2005-06-08 06:20,2971844719
2005-06-08 06:25,3189909175
2005-06-08 06:30,3452214549
2005-06-08 06:35,4205761408
2005-06-08 06:40,4264799773
2005-06-08 06:45,4151264837
2005-06-08 06:50,4393686561
2005-06-08 06:55,4538893522
2005-06-08 07:00,5190675656
2005-06-08 07:05,5126512975
2005-06-08 07:10,5256135289
2005-06-08 07:15,5824779869
2005-06-08 07:20,5994016503
2005-06-08 07:25,5965360317
2005-06-08 07:30,5983511218
2005-06-08 07:35,6134091420
2005-06-08 07:40,6362714553
2005-06-08 07:45,6150369804
2005-06-08 07:50,6082786407
2005-06-08 07:55,5991742496
2005-06-08 08:00,6275467515
2005-06-08 08:05,6171775001
2005-06-08 08:10,6526366537
2005-06-08 08:15,6607149977
2005-06-08 08:20,6613251438
2005-06-08 08:25,6569377983
2005-06-08 08:30,6742079953
2005-06-08 08:35,6753617676
2005-06-08 08:40,6857491362
2005-06-08 08:45,7074260798
2005-06-08 08:50,7111874181
2005-06-08 08:55,7243067552
2005-06-08 09:00,7318159907
2005-06-08 09:05,7208833387
2005-06-08 09:10,7495291518
2005-06-08 09:15,7547757614
2005-06-08 09:20,7970479854
2005-06-08 09:25,7787826609
2005-06-08 09:30,7685712107
2005-06-08 09:35,7690375153
2005-06-08 09:40,8188490789
2005-06-08 09:45,7934295948
2005-06-08 09:50,7870868471
2005-06-08 09:55,8146204160
2005-06-08 10:00,8180532426
2005-06-08 10:05,8372604274
2005-06-08 10:10,8466407495
2005-06-08 10:15,8437633882
2005-06-08 10:20,8367609771
2005-06-08 10:25,8203291962
2005-06-08 10:30,8024370575
2005-06-08 10:35,7777108659
2005-06-08 10:40,7754400462
2005-06-08 10:45,7609499824
2005-06-08 10:50,7832003980
2005-06-08 10:55,7855501869
2005-06-08 11:00,7845745786
2005-06-08 11:05,7670633728
2005-06-08 11:10,7556111152
2005-06-08 11:15,7418082652
2005-06-08 11:20,7529169350
2005-06-08 11:25,7896096694
2005-06-08 11:30,7493063224
2005-06-08 11:35,7449015187
2005-06-08 11:40,7383112398
2005-06-08 11:45,7639506802
2005-06-08 11:50,7449686171
2005-06-08 11:55,7602704562
2005-06-08 12:00,7790183518
2005-06-08 12:05,7684660405
2005-06-08 12:10,7600043660
2005-06-08 12:15,7575510870
2005-06-08 12:20,7500447045
2005-06-08 12:25,7623791363
2005-06-08 12:30,7587174475
2005-06-08 12:35,7207576949
2005-06-08 12:40,7691529617
2005-06-08 12:45,7572858911
2005-06-08 12:50,7817424702
2005-06-08 12:55,7639932858
2005-06-08 13:00,7404997195
2005-06-08 13:05,7579326777
2005-06-08 13:10,7636943486
2005-06-08 13:15,7683013173
2005-06-08 13:20,7662021559
2005-06-08 13:25,7877819255
2005-06-08 13:30,7572278263
2005-06-08 13:35,7747598426
2005-06-08 13:40,7788986639
2005-06-08 13:45,7690840293
2005-06-08 13:50,7549023428
2005-06-08 13:55,7520812984
2005-06-08 14:00,7749529516
2005-06-08 14:05,7671190377
2005-06-08 14:10,8125526554
2005-06-08 14:15,8285170772
2005-06-08 14:20,7666445199
2005-06-08 14:25,7484127610
2005-06-08 14:30,7300435170
2005-06-08 14:35,7357803235
2005-06-08 14:40,7357498560
2005-06-08 14:45,7203877884
2005-06-08 14:50,7629384537
2005-06-08 14:55,7128477846
2005-06-08 15:00,7200871550
2005-06-08 15:05,7176632112
2005-06-08 15:10,7069828630
2005-06-08 15:15,6939455449
2005-06-08 15:20,6722450182
2005-06-08 15:25,6559682171
2005-06-08 15:30,6394253104
2005-06-08 15:35,6390636537
2005-06-08 15:40,6324194334
2005-06-08 15:45,6209441159
2005-06-08 15:50,6165689489
2005-06-08 15:55,6232807345
2005-06-08 16:00,6228571345
2005-06-08 16:05,5908982224
2005-06-08 16:10,5604577808
2005-06-08 16:15,5527512983
2005-06-08 16:20,5370258769
2005-06-08 16:25,5360599676
2005-06-08 16:30,4964354033
2005-06-08 16:35,4942059195
2005-06-08 16:40,4703084989
2005-06-08 16:45,4681041519
2005-06-08 16:50,4754158520
2005-06-08 16:55,4444403403
2005-06-08 17:00,4718370181
2005-06-08 17:05,5591422795
2005-06-08 17:10,4922184189
2005-06-08 17:15,4917079925
2005-06-08 17:20,4787678838
2005-06-08 17:25,4743487069
2005-06-08 17:30,4705083312
2005-06-08 17:35,4636802817
2005-06-08 17:40,4536986293
2005-06-08 17:45,4214285916
2005-06-08 17:50,4225415420
2005-06-08 17:55,4244448010
2005-06-08 18:00,4247183335
2005-06-08 18:05,4183373806
2005-06-08 18:10,4225952893
2005-06-08 18:15,4136457874
2005-06-08 18:20,4025435880
2005-06-08 18:25,4174980000
2005-06-08 18:30,4157140866
2005-06-08 18:35,4147069090
2005-06-08 18:40,4192792799
2005-06-08 18:45,4171368781
2005-06-08 18:50,4373040021
2005-06-08 18:55,4005724049
2005-06-08 19:00,4086620948
2005-06-08 19:05,3991067510
2005-06-08 19:10,3861483709
2005-06-08 19:15,3866816123
2005-06-08 19:20,3955457030
2005-06-08 19:25,4057432509
2005-06-08 19:30,4053167494
2005-06-08 19:35,3971833521
2005-06-08 19:40,3925243304
2005-06-08 19:45,3727992069
2005-06-08 19:50,3734428520
2005-06-08 19:55,3643339896
2005-06-08 20:00,3638246092
2005-06-08 20:05,3575434403
2005-06-08 20:10,3537605460
2005-06-08 20:15,3537359280
2005-06-08 20:20,3433757600
2005-06-08 20:25,3365056676
2005-06-08 20:30,3373005665
2005-06-08 20:35,3495622440
2005-06-08 20:40,3248974030
2005-06-08 20:45,3386610556
2005-06-08 20:50,3363591768
2005-06-08 20:55,3180512505
2005-06-08 21:00,3389436344
2005-06-08 21:05,3111481798
2005-06-08 21:10,2959890949
2005-06-08 21:15,2813817089
2005-06-08 21:20,2800939104
2005-06-08 21:25,2758415402
2005-06-08 21:30,2915608301
2005-06-08 21:35,2645295932
2005-06-08 21:40,2490175957
2005-06-08 21:45,2467613696
2005-06-08 21:50,2538000213
2005-06-08 21:55,2611889662
2005-06-08 22:00,2927761178
2005-06-08 22:05,2542556943
2005-06-08 22:10,2420688595
2005-06-08 22:15,2360250385
2005-06-08 22:20,2298892642
2005-06-08 22:25,2245640429
2005-06-08 22:30,2304685634
2005-06-08 22:35,2234252324
2005-06-08 22:40,2171028659
2005-06-08 22:45,2184796539
2005-06-08 22:50,2144066676
2005-06-08 22:55,2278448980
2005-06-08 23:00,2377244340
2005-06-08 23:05,2146292416
2005-06-08 23:10,2131630175
2005-06-08 23:15,2066553106
2005-06-08 23:20,2266775853
2005-06-08 23:25,2364478901
2005-06-08 23:30,2299417518
2005-06-08 23:35,2121105382
2005-06-08 23:40,1744896078
2005-06-08 23:45,1758885629
2005-06-08 23:50,1743515468
2005-06-08 23:55,1917418102
2005-06-09 00:00,1890448217
2005-06-09 00:05,1852903460
2005-06-09 00:10,1858948247
2005-06-09 00:15,1822512261
2005-06-09 00:20,1818155264
2005-06-09 00:25,1906051079
2005-06-09 00:30,1933967169
2005-06-09 00:35,1793654074
2005-06-09 00:40,1686083864
2005-06-09 00:45,1712380806
2005-06-09 00:50,1749792821
2005-06-09 00:55,1868820670
2005-06-09 01:00,1699904914
2005-06-09 01:05,1721010483
2005-06-09 01:10,1717039917
2005-06-09 01:15,1742508931
2005-06-09 01:20,1663583725
2005-06-09 01:25,1776916253
2005-06-09 01:30,1723292151
2005-06-09 01:35,1660695089
2005-06-09 01:40,1596729108
2005-06-09 01:45,1622199038
2005-06-09 01:50,1656534450
2005-06-09 01:55,1764029559
2005-06-09 02:00,1673219248
2005-06-09 02:05,1634364630
2005-06-09 02:10,1676337091
2005-06-09 02:15,1568064114
2005-06-09 02:20,1598472851
2005-06-09 02:25,1749662673
2005-06-09 02:30,1651504479
2005-06-09 02:35,1600304377
2005-06-09 02:40,1600993806
2005-06-09 02:45,1598880695
2005-06-09 02:50,1587895043
2005-06-09 02:55,1818223800
2005-06-09 03:00,1650463219
2005-06-09 03:05,1617521611
2005-06-09 03:10,1700692639
2005-06-09 03:15,1631253009
2005-06-09 03:20,1664407701
2005-06-09 03:25,1751947662
2005-06-09 03:30,1554958310
2005-06-09 03:35,1491359710
2005-06-09 03:40,1514417490
2005-06-09 03:45,1563769407
2005-06-09 03:50,1583983976
2005-06-09 03:55,1863897883
2005-06-09 04:00,1545357020
2005-06-09 04:05,1560212860
2005-06-09 04:10,1546619707
2005-06-09 04:15,1588784465
2005-06-09 04:20,1699029301
2005-06-09 04:25,1720281611
2005-06-09 04:30,1863255414
2005-06-09 04:35,1750905936
2005-06-09 04:40,1828337839
2005-06-09 04:45,1843654270
2005-06-09 04:50,2105475588
2005-06-09 04:55,2298814437
2005-06-09 05:00,2297052248
2005-06-09 05:05,2437482401
2005-06-09 05:10,2432133664
2005-06-09 05:15,2526642799
2005-06-09 05:20,2682154847
2005-06-09 05:25,2793653719
2005-06-09 05:30,2882858302
2005-06-09 05:35,2912165435
2005-06-09 05:40,3082359242
2005-06-09 05:45,3286118692
2005-06-09 05:50,3654751136
2005-06-09 05:55,3978073153
2005-06-09 06:00,4087884056
2005-06-09 06:05,4066668149
2005-06-09 06:10,4126857073
2005-06-09 06:15,4295606794
2005-06-09 06:20,4553782306
2005-06-09 06:25,4668600234
2005-06-09 06:30,4973181105
2005-06-09 06:35,5042776380
2005-06-09 06:40,5133563502
2005-06-09 06:45,5467915938
2005-06-09 06:50,5939877993
2005-06-09 06:55,6040643374
2005-06-09 07:00,6290777264
2005-06-09 07:05,6662998468
2005-06-09 07:10,6690785097
2005-06-09 07:15,6484899992
2005-06-09 07:20,6359260404
2005-06-09 07:25,6800682733
2005-06-09 07:30,6668964347
2005-06-09 07:35,6295949739
2005-06-09 07:40,6396470869
2005-06-09 07:45,6613455435
2005-06-09 07:50,6923345832
2005-06-09 07:55,7010634562
2005-06-09 08:00,7289890016
2005-06-09 08:05,7292598839
2005-06-09 08:10,7049853827
2005-06-09 08:15,6942064453
2005-06-09 08:20,7114536725
2005-06-09 08:25,7168661770
2005-06-09 08:30,7475271812
2005-06-09 08:35,7809258402
2005-06-09 08:40,8077040173
2005-06-09 08:45,7559866526
2005-06-09 08:50,8204726796
2005-06-09 08:55,7742964739
2005-06-09 09:00,7655016212
2005-06-09 09:05,7721560199
2005-06-09 09:10,7569752171
2005-06-09 09:15,7486061420
2005-06-09 09:20,7731718983
2005-06-09 09:25,7797893310
2005-06-09 09:30,8092031093
2005-06-09 09:35,7542853380
2005-06-09 09:40,7775382152
2005-06-09 09:45,7985865290
2005-06-09 09:50,7722894743
2005-06-09 09:55,7620929519
2005-06-09 10:00,7501360862
2005-06-09 10:05,7531371006
2005-06-09 10:10,7559096005
2005-06-09 10:15,7550974521
2005-06-09 10:20,7580135100
2005-06-09 10:25,7497737248
2005-06-09 10:30,7646384391
2005-06-09 10:35,7468617607
2005-06-09 10:40,7456203469
2005-06-09 10:45,7211641199
2005-06-09 10:50,7445776939
2005-06-09 10:55,7492246402
2005-06-09 11:00,7635368681
2005-06-09 11:05,7668134758
2005-06-09 11:10,7377808295
2005-06-09 11:15,7683355485
2005-06-09 11:20,7647400803
2005-06-09 11:25,7810639888
2005-06-09 11:30,8084807178
2005-06-09 11:35,7667984719
2005-06-09 11:40,7735982597
2005-06-09 11:45,7953187449
2005-06-09 11:50,7952268730
2005-06-09 11:55,8008333668
2005-06-09 12:00,7800862393
2005-06-09 12:05,7544434295
2005-06-09 12:10,7624791238
2005-06-09 12:15,8031205787
2005-06-09 12:20,7791920641
2005-06-09 12:25,7864202093
2005-06-09 12:30,8068153168
2005-06-09 12:35,7941672624
2005-06-09 12:40,7967325546
2005-06-09 12:45,7867328461
2005-06-09 12:50,7749248801
2005-06-09 12:55,7589374258
2005-06-09 13:00,7537728461
2005-06-09 13:05,7591861190
2005-06-09 13:10,7501747021
2005-06-09 13:15,7566653228
2005-06-09 13:20,8203073497
2005-06-09 13:25,8246435919
2005-06-09 13:30,7699808033
2005-06-09 13:35,7757099184
2005-06-09 13:40,7432858208
2005-06-09 13:45,7587964602
2005-06-09 13:50,7272188505
2005-06-09 13:55,7368035894
2005-06-09 14:00,7455111824
2005-06-09 14:05,7586867484
2005-06-09 14:10,7322819098
2005-06-09 14:15,7318029134
2005-06-09 14:20,7496737232
2005-06-09 14:25,7119415647
2005-06-09 14:30,6720709835
2005-06-09 14:35,6773261059
2005-06-09 14:40,6865925170
2005-06-09 14:45,6693310318
2005-06-09 14:50,6757318460
2005-06-09 14:55,6887336019
2005-06-09 15:00,6737556230
2005-06-09 15:05,6388483998
2005-06-09 15:10,6437598660
2005-06-09 15:15,6006086789
2005-06-09 15:20,5909718283
2005-06-09 15:25,6037169130
2005-06-09 15:30,5949643442
2005-06-09 15:35,5800742834
2005-06-09 15:40,5744799048
2005-06-09 15:45,5381926855
2005-06-09 15:50,5272957332
2005-06-09 15:55,5112487816
2005-06-09 16:00,4963472742
2005-06-09 16:05,4916077788
2005-06-09 16:10,4752640394
2005-06-09 16:15,4679822700
2005-06-09 16:20,4690364546
2005-06-09 16:25,4504472736
2005-06-09 16:30,4463297564
2005-06-09 16:35,4243095675
2005-06-09 16:40,4188612905
2005-06-09 16:45,4029939999
2005-06-09 16:50,4054977374
2005-06-09 16:55,4039312896
2005-06-09 17:00,4034823633
2005-06-09 17:05,4008471778
2005-06-09 17:10,4032822880
2005-06-09 17:15,3938855788
2005-06-09 17:20,3776919871
2005-06-09 17:25,3763946693
2005-06-09 17:30,3765778589
2005-06-09 17:35,3873340327
2005-06-09 17:40,4058003893
2005-06-09 17:45,3942012272
2005-06-09 17:50,3849625167
2005-06-09 17:55,3740328887
2005-06-09 18:00,3647479050
2005-06-09 18:05,3728142949
2005-06-09 18:10,3852710331
2005-06-09 18:15,3817851434
2005-06-09 18:20,3786495491
2005-06-09 18:25,3685195583
2005-06-09 18:30,3676161836
2005-06-09 18:35,3630622059
2005-06-09 18:40,3756282418
2005-06-09 18:45,3717205580
2005-06-09 18:50,3718276249
2005-06-09 18:55,3799442848
2005-06-09 19:00,3750967910
2005-06-09 19:05,3752327018
2005-06-09 19:10,3950267674
2005-06-09 19:15,3821287492
2005-06-09 19:20,3671631458
2005-06-09 19:25,3706024300
2005-06-09 19:30,3636733565
2005-06-09 19:35,3545718014
2005-06-09 19:40,3470918602
2005-06-09 19:45,3324209315
2005-06-09 19:50,3291026551
2005-06-09 19:55,3506129655
2005-06-09 20:00,3291109055
2005-06-09 20:05,3159208417
2005-06-09 20:10,3183847876
2005-06-09 20:15,3167892998
2005-06-09 20:20,3035478579
2005-06-09 20:25,2942173330
2005-06-09 20:30,2932042200
2005-06-09 20:35,3037909498
2005-06-09 20:40,2945016732
2005-06-09 20:45,2784011418
2005-06-09 20:50,2777695763
2005-06-09 20:55,2739425706
2005-06-09 21:00,2694480889
2005-06-09 21:05,2684085702
2005-06-09 21:10,2648325426
2005-06-09 21:15,2515918346
2005-06-09 21:20,2450486568
2005-06-09 21:25,2420085884
2005-06-09 21:30,2314834887
2005-06-09 21:35,2369855446
2005-06-09 21:40,2417483269
2005-06-09 21:45,2292948294
2005-06-09 21:50,2360489831
2005-06-09 21:55,2348839068
2005-06-09 22:00,2221341385
2005-06-09 22:05,2396865550
2005-06-09 22:10,2277901064
2005-06-09 22:15,2211760997
2005-06-09 22:20,2210036224
2005-06-09 22:25,2135376854
2005-06-09 22:30,2049753417
2005-06-09 22:35,2134895089
2005-06-09 22:40,2089640771
2005-06-09 22:45,2039465065
2005-06-09 22:50,2064332465
2005-06-09 22:55,2141546361
2005-06-09 23:00,2024180305
2005-06-09 23:05,2258184548
2005-06-09 23:10,2066019711
2005-06-09 23:15,1984647199
2005-06-09 23:20,1875430657
2005-06-09 23:25,1888966277
2005-06-09 23:30,1698981794
2005-06-09 23:35,1728249800
2005-06-09 23:40,1719818201
2005-06-09 23:45,1662123497
2005-06-09 23:50,1596112907
2005-06-09 23:55,1573939489
2005-06-10 00:00,1585779260
2005-06-10 00:05,1667158252
2005-06-10 00:10,1600545386
2005-06-10 00:15,1633389278
2005-06-10 00:20,1519015268
2005-06-10 00:25,1516544255
2005-06-10 00:30,1538308852
2005-06-10 00:35,1564089352
2005-06-10 00:40,1511338890
2005-06-10 00:45,1500214496
2005-06-10 00:50,1524172265
2005-06-10 00:55,1451856657
2005-06-10 01:00,1509432085
2005-06-10 01:05,1568998166
2005-06-10 01:10,1473464285
2005-06-10 01:15,1408884993
2005-06-10 01:20,1413759621
2005-06-10 01:25,1465706483
2005-06-10 01:30,1534503667
2005-06-10 01:35,1474414422
2005-06-10 01:40,1444492904
2005-06-10 01:45,1460098374
2005-06-10 01:50,1437797339
2005-06-10 01:55,1387377136
2005-06-10 02:00,1565341611
2005-06-10 02:05,1559867379
2005-06-10 02:10,1457573981
2005-06-10 02:15,1439068144
2005-06-10 02:20,1444173686
2005-06-10 02:25,1340526034
2005-06-10 02:30,1415753616
2005-06-10 02:35,1440993126
2005-06-10 02:40,1500866433
2005-06-10 02:45,1462627758
2005-06-10 02:50,1644107495
2005-06-10 02:55,1619710110
2005-06-10 03:00,1736152039
2005-06-10 03:05,1538425170
2005-06-10 03:10,1395771340
2005-06-10 03:15,1423090023
2005-06-10 03:20,1547389853
2005-06-10 03:25,1757204268
2005-06-10 03:30,2374902715
2005-06-10 03:35,1701330427
2005-06-10 03:40,1579570033
2005-06-10 03:45,1742051244
2005-06-10 03:50,1524802256
2005-06-10 03:55,1594253462
2005-06-10 04:00,1749961268
2005-06-10 04:05,1729493531
2005-06-10 04:10,1717110768
2005-06-10 04:15,1838180235
2005-06-10 04:20,1882169226
2005-06-10 04:25,1960127188
2005-06-10 04:30,2097228089
2005-06-10 04:35,2132709445
2005-06-10 04:40,2254135403
2005-06-10 04:45,2332560122
2005-06-10 04:50,2321539896
2005-06-10 04:55,2526130966
2005-06-10 05:00,2593818620
2005-06-10 05:05,2752978853
2005-06-10 05:10,2814194680
2005-06-10 05:15,2992343081
2005-06-10 05:20,3173666982
2005-06-10 05:25,3341180231
2005-06-10 05:30,3407394513
2005-06-10 05:35,3670214482
2005-06-10 05:40,3935777330
2005-06-10 05:45,4241264882
2005-06-10 05:50,4333930459
2005-06-10 05:55,4490095761
2005-06-10 06:00,4882612395
2005-06-10 06:05,5123716777
2005-06-10 06:10,5298930152
2005-06-10 06:15,5357782878
2005-06-10 06:20,5505045389
2005-06-10 06:25,5888312971
2005-06-10 06:30,5892555784
2005-06-10 06:35,5820443013
2005-06-10 06:40,6215335985
2005-06-10 06:45,6274121273
2005-06-10 06:50,6312382164
2005-06-10 06:55,6374538244
2005-06-10 07:00,6660348813
2005-06-10 07:05,6641431955
2005-06-10 07:10,6609828870
2005-06-10 07:15,6831263840
2005-06-10 07:20,6665095835
2005-06-10 07:25,6681093278
2005-06-10 07:30,7161219511
2005-06-10 07:35,7216367263
2005-06-10 07:40,7328379352
2005-06-10 07:45,7093618160
